rank,title,author,view,like,like_rate,coin,favorite,share,reply,danmaku,duration,url,bvid,desc
23,失之东隅 收之桑榆 东台没能看到的浅蓝蒂芙尼竟在此偶遇！,赵朔西行漫记,67393,12388,0.1838,11361,1544,154,3588,4090,1329,https://www.bilibili.com/video/BV1zxeFzNE4f,BV1zxeFzNE4f,柴达木盆地北缘东行，绿色渐浓，风光愈好，抵达怀头他拉镇小憩。
24,仿佛回到老老实实画出每一根线条的古早年代,皿癮葉壱,225648,41378,0.1834,1281,7609,252,475,194,76,https://www.bilibili.com/video/BV18CYxzREDt,BV18CYxzREDt,
25,来新疆了，葡萄很好，一串有五十六颗，紧紧的，很甜！,爱画画的子衿,67990,12460,0.1833,11628,1062,196,446,614,300,https://www.bilibili.com/video/BV1d8e3zcEZh,BV1d8e3zcEZh,-
26,剪完视频感觉自己年轻了五岁,盛夏聆听深秋_,164301,29802,0.1814,700,8161,1021,599,137,75,https://www.bilibili.com/video/BV1ZueAzkEDt,BV1ZueAzkEDt,
27,昔涟即“开拓”？来古士输才是“赢麻了”？神秘出手，颠覆所有！【普通星铁考据·3.5】,Muc虚空之翼,60544,10949,0.1808,6302,3243,526,690,1262,2289,https://www.bilibili.com/video/BV1okeMzxE9X,BV1okeMzxE9X,"前方高能，暴论超多
BGM：HOYO-MiX - 有关星空的寓言集•其一 Fables About the Stars Part 1；SIGONO,林蝉 - 龙脉长歌；星穹铁道3.5剧情插曲，来古士BOSS战曲；假面骑士圣刃「Timeless Story」； 假面骑士 圣刃 主题曲 OP 「ALMIGHTY～仮面の约束 ；川井憲次 - 騎士王の誇り；林ゆうき - ROBOTICS;NOTES；梶浦"
28,EVA使徒来袭，初号机首次出击!,有趣心情,142223,25680,0.1806,4890,3833,1969,329,190,100,https://www.bilibili.com/video/BV18MewzsEBw,BV18MewzsEBw,-
29,燃烧自身带来的黎明,沂淇_,891591,157495,0.1766,19797,47423,7006,1361,218,31,https://www.bilibili.com/video/BV1FWYqzMEaK,BV1FWYqzMEaK,yc 神秘GG爆
30,Re:佩恩从零开始的异世界生活！！！【三】,-夏秋冬-,40267,7100,0.1763,4688,1791,457,457,1158,420,https://www.bilibili.com/video/BV1Kue3z1EDC,BV1Kue3z1EDC,
31,哥哥姐姐，这是我的修改反馈,一打七弟弟,953145,166599,0.1748,12211,6817,1383,2373,453,34,https://www.bilibili.com/video/BV1BUeczMEvN,BV1BUeczMEvN,-
32,谁说父子一定有配合！？,牛牛爱吃草丶,60335,10533,0.1746,5531,2225,52,244,472,893,https://www.bilibili.com/video/BV1QeeuzSEo6,BV1QeeuzSEo6,
33,谁能拔老子出来啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,苍骸里边住着诡靥,198263,34487,0.1739,3741,8868,3060,932,489,195,https://www.bilibili.com/video/BV16BYszuEaq,BV16BYszuEaq,"BGM / ぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬ - だ れ か ぬ い て く れ[谁能够拔我出来啊]
表演 / 诡靥
剪辑 / 苍骸
鸣谢 / 去你的在旁边看了三分钟的墨镜钻头奇美拉(无责任集合体)，钢制[?]超硬小方椅(绑定诅咒)，原P主@ぬぬぬぬぬぬぬぬぬぬ 
如有什么建议请不吝赐教，你"
34,【明日方舟】界园的天天天国地狱国,亓音亓w亓,191599,33241,0.1735,5836,8971,4673,518,2044,71,https://www.bilibili.com/video/BV1YkYtzPE2r,BV1YkYtzPE2r,
35,一口气捐出300台AED，夸我！立一下人设！,大漠叔叔,155641,26903,0.1729,14215,1541,131,1059,438,143,https://www.bilibili.com/video/BV1SKe3zmErt,BV1SKe3zmErt,
36,打开书本里最奇特的岛屿，巴哈马猪猪岛！,何香蓓Betty,65185,11184,0.1716,999,699,362,198,240,273,https://www.bilibili.com/video/BV1d8euzpEPn,BV1d8euzpEPn,-
37,星尘：😡😡😡🤬🤬,MaxXSoft,837074,143527,0.1715,42837,77681,5880,2301,15386,189,https://www.bilibili.com/video/BV1GhbhzeELZ,BV1GhbhzeELZ,"我无法逃离这个充满戾气的互联网。

《皈依者狂热》
演唱：星尘Infinity
作词/作曲/编曲/调教/混音/母带：MaxXing
策划/分镜/动画/3D/后期：MaxXing

特别感谢：@KAI_sss  （提供混音指导）
借物表：
MMD：椛暗式星尘（模型：椛暗 流云景，模型定制委托人：诚实的月亮，配布：BV1rh4y1j7sQ）
其他3D模型：
Hand Sculpture：re1mons"
38,“有你在身边，夏天才圆满！”,小白不留行,589160,100062,0.1698,19760,19662,1354,551,318,130,https://www.bilibili.com/video/BV1k2YbzJEwj,BV1k2YbzJEwj,"夏天一定还会到来，大家的旅程都在继续。
只要我们都珍惜着彼此，总有一天还会相聚。

感谢白枝雪鸽、KeenanLiu两位老师的共同创作！"
39,新账旧账该一起算了，马格马星人!咿呀!,狮心中帝,419942,70508,0.1679,3686,8185,2366,704,197,22,https://www.bilibili.com/video/BV1kbYnzfEHj,BV1kbYnzfEHj,-
40,【罗小黑战记2】师父的拖鞋都滑得比你们帅气,乘于零呀,974397,161394,0.1656,18813,48761,9684,910,388,30,https://www.bilibili.com/video/BV14CYyzqE6z,BV14CYyzqE6z,"参考:外网MellyVuong
不会填词，你们在评论区填词哈哈哈（坏笑）！！
下一个做什么呢？评论区说说"
41,辣到脑壳缺氧的各地辣椒试吃来啦！,夏夏嗦粉记,139348,22315,0.1601,5252,1414,223,469,411,105,https://www.bilibili.com/video/BV1jqbzzaEY3,BV1jqbzzaEY3,
42,看好了白凝冰，ai是这样用的哒,可乐加冰九分满,443362,70728,0.1595,2110,16265,976,535,84,17,https://www.bilibili.com/video/BV1nXYkzXEHZ,BV1nXYkzXEHZ,-
43,当身体被打败意志将带你杀出重围！,阿铭铭丶,2129021,336806,0.1582,92283,53252,4059,3972,75608,104,https://www.bilibili.com/video/BV1z9bLzYEhS,BV1z9bLzYEhS,
44,FNF mario's madness 真人版,Wcats_喝水,2275759,358516,0.1575,29193,58938,16533,8238,2781,103,https://www.bilibili.com/video/BV1D8bBz7EA9,BV1D8bBz7EA9,"视频里面非常厉害的素材是这个大佬哦@YuDi_ECH 
这款游戏是来自外国的Friday night funkin
视频里面的不是原版是一个模组名字叫mario's madness(马里奥的疯狂)视频里面演示的是模组的其中一首歌曲 no party (没有派对)

00:18-00:25动作对不上

（我怎么做了这个抽象视频）"
45,战争会倒下，但和平永远屹立不倒#手工 #扑克牌 #抗战胜利80周年,爱摆牌的龙龙1代摆,189574,29845,0.1574,17676,2400,150,441,271,120,https://www.bilibili.com/video/BV1S4bizrEat,BV1S4bizrEat,-
46,《被渣男当钟点房》事件,中尖商ZJS,313712,49029,0.1563,1268,6491,8265,1398,2618,733,https://www.bilibili.com/video/BV1ipbJzgEnJ,BV1ipbJzgEnJ,哎，好难啊
47,线下打卡了外网爆火的怼人中餐厅，真实情况怎么样？,40ozzzz,174528,27263,0.1562,1014,2422,293,330,186,216,https://www.bilibili.com/video/BV1noYWzMEhW,BV1noYWzMEhW,
48,总台在太空拍了一部电影,央视新闻,291802,45531,0.156,2401,4459,3505,822,271,83,https://www.bilibili.com/video/BV1tEYazKEGm,BV1tEYazKEGm,
49,国际象棋，但是走法由点赞数量最高的评论决定（第九天）,喝彩城堡CastleBravo,177230,27532,0.1553,1080,2044,2078,5101,450,188,https://www.bilibili.com/video/BV16ZeuzPEQm,BV16ZeuzPEQm,"没有国际象棋行棋规则的限制，但是有将死逼和等规则，如果一方在当天被将死或者逼和，那么第二天另一方可以采取行动来避免将杀，否则游戏结束。

每天北京时间早上九点统计前一天的评论点赞数量。

视频素材来源：
【中字邦邦MV】春日影 ——CRYCHIC https://www.bilibili.com/video/BV1YE421L7wX/
【Laura Shigihara】Zombies on you"
50,匿名真心话又来啦,屈大将,51420,7979,0.1552,979,688,217,218,821,723,https://www.bilibili.com/video/BV1x5e3zGEzQ,BV1x5e3zGEzQ,-
51,大姨翻唱『天天天国地獄国』，好魔性的音乐，多么超前的精神世界！,南姨Minami,464467,71133,0.1531,2550,9170,1519,882,623,99,https://www.bilibili.com/video/BV1awYtzhE8t,BV1awYtzhE8t,-
52,《医生打工爽文》,深圳卫健委,294650,44989,0.1527,7205,2241,1750,759,508,190,https://www.bilibili.com/video/BV1UxYsz7EK8,BV1UxYsz7EK8,
53,【鱼肉肉】黑帮摇这一块/三刷,鱼肉肉pabo,755464,115073,0.1523,4925,17383,1781,1086,293,46,https://www.bilibili.com/video/BV1TdePzcEat,BV1TdePzcEat,动作参考：好吃不过生巧
54,“你又能为她做什么呢”～改娃致敬港式恐怖,我可是徐鬏鬏呀,190944,28738,0.1505,3568,2271,233,367,291,212,https://www.bilibili.com/video/BV1sqY4zUExc,BV1sqY4zUExc,-
55,我为浙大宿舍发声,itsboiJOE,168995,25413,0.1504,558,2029,1300,437,218,84,https://www.bilibili.com/video/BV1j7eAzMEMu,BV1j7eAzMEMu,-
56,“众 神 归 位！”哔哩哔哩 - ( ゜- ゜)つロ 乾杯~,夜散青丝,533118,79784,0.1497,18394,24360,2573,2309,8798,172,https://www.bilibili.com/video/BV1edY4zvEbE,BV1edY4zvEbE,"bgm：on my own
片头参考：BV1PV4y1177z"
57,如何分辨：迷恋的4个特征 + 与爱情的区别,AlisonYu心理频道,20339,3035,0.1492,721,1741,325,142,66,956,https://www.bilibili.com/video/BV1z9eNznEPF,BV1z9eNznEPF,"我们的情感教育中，迷恋一直被误认为是爱情。许多关于感情/爱情的说法，其实都是迷恋。

比如“婚姻是爱情的坟墓”，“因为不了解而在一起，因为了解而分开”，“没有得到的才是最好的”……其实这些话讲的都不是爱情，而是迷恋。

婚姻不是爱情的坟墓，但婚姻是迷恋的坟墓。爱情是会在婚姻中继续成长，并且历久弥坚，但迷恋会在婚姻中死亡。"
58,谢谢你……搭档,冰块有冰,254915,37046,0.1453,3261,9010,3450,732,177,47,https://www.bilibili.com/video/BV1qibtzYEMQ,BV1qibtzYEMQ,-
59,一次三方合作项目…,阿沛不开心,238188,34487,0.1448,864,1515,73,366,194,196,https://www.bilibili.com/video/BV1MSeFzUEtK,BV1MSeFzUEtK,-
60,非遗元素变妆，金木水火土！,朵朵花林,2132498,304749,0.1429,37191,44128,4147,2562,943,47,https://www.bilibili.com/video/BV1jMYiz8E61,BV1jMYiz8E61,五行非遗元素妆。
61,【红石音乐】花之舞-Flower Dance,Betacarr,2190123,309818,0.1415,103036,157681,5385,2372,3441,258,https://www.bilibili.com/video/BV1fNYizhEuG,BV1fNYizhEuG,"耻辱柱：
本视频于2025年8月2中10.08分投稿至dy平台
Bilibili用户“i梦emo版（UID:488501957）”于2025年8月8日 00:13:10 未经允许转载至Bilibili
原作者Betacarr到评论区拜访遭到拉黑处理
随后，该用户将视频投稿性质由自制改为转载,并开启精选评论
截止于该视频发布时期，已经获得4万的点击量，并没有在简介或者其余明显地方主动标明原作者信息
"
62,深夜炸物,李百万食百味,674833,95452,0.1414,3478,10692,1337,731,417,177,https://www.bilibili.com/video/BV1xLbvzcEzC,BV1xLbvzcEzC,
63,很多人都不知道熬猪油是用水熬还是用油熬，还有人买回来直接就熬，不是发苦就是发黑，腥味还重，今天分享一个方法熬出来的猪油又香又白,欧小斌美食,115269,16231,0.1408,903,2574,157,211,127,152,https://www.bilibili.com/video/BV1nueAzCEet,BV1nueAzCEet,-
64,史上最宏大三国电影！但嘟嘟的恩情还不完【长评《赤壁》】【中国烂片史】,老白者乎,28720,4042,0.1407,3185,1041,230,427,2067,2567,https://www.bilibili.com/video/BV1nqeMzfE8q,BV1nqeMzfE8q,意义是 无意识
65,我小时候的梦想是当个大侠！,爱画画的子衿,1312794,183277,0.1396,207749,14720,1518,2664,5595,353,https://www.bilibili.com/video/BV1gVYezEEy9,BV1gVYezEEy9,-
66,开拓之旅：米哈游宇宙的奇妙冒险,m1s3n,69199,9600,0.1387,4374,4119,477,263,445,1524,https://www.bilibili.com/video/BV1ZHeuzZEeF,BV1ZHeuzZEeF,"本期视频是由我所导演的第一项重大动画项目，与许多大佬合作两个月做出的视频。我想在此感谢所有参与制作与帮助我的朋友们，没有他们我决不可能完成这个视频。
导演: m1s3n
导演帮手: @Maindesu  &@Zannir  
VFX & Mograph: Seventh Saturday
SFX: m1s3n & AlphaOctacube

英文配音：
星: RedVelvetVA
穹/帕姆: "
67,村 民 颂 诗,張皓禹-Skana,628118,86583,0.1378,2828,10208,12750,1050,345,21,https://www.bilibili.com/video/BV1PNYyzeECb,BV1PNYyzeECb,-
68,⚡️JOJO⚡️广东の奇妙冒险（PG家长指责）,单车遛坎,507857,69809,0.1375,7614,26251,13006,1880,745,128,https://www.bilibili.com/video/BV1jAY1z9ESU,BV1jAY1z9ESU,愿快乐如风 常伴你身
69,极致的内卷，真的能卷出中国制造业的光明未来吗？,柳行长,90176,12354,0.137,1132,2716,67,354,165,802,https://www.bilibili.com/video/BV19QYsz8E2u,BV19QYsz8E2u,"为什么GDP依旧保持5%的增速，可许多人却很难感受到它的增长？
又是什么颠覆了多劳多得这种看似天经地义的结论？
反内卷为什么要被反复提及？又要如何去做？"
70,酸到牙软的各地柠檬试吃来啦！,夏夏嗦粉记,207345,28185,0.1359,1806,2368,1194,650,342,104,https://www.bilibili.com/video/BV1ZiYCzpERW,BV1ZiYCzpERW,
71,重金打造顶流女团，结果全员受伤？？资本家竟是我自己！！,shhaady,35801,4814,0.1345,3366,840,115,284,928,1117,https://www.bilibili.com/video/BV1fneuzbE6f,BV1fneuzbE6f,
72,干活vlog|吵闹式体验潮汕男人下班干活日常。许愿不要再喉咙痛了,吴师傅的一天,153371,20581,0.1342,694,1635,233,249,222,340,https://www.bilibili.com/video/BV1thbLzEEDL,BV1thbLzEEDL,
73,第一次饭局，世纪大和解？#杜老板#杜金荣#李龙龙爷#短剧演员,演员秦源泽,155544,20830,0.1339,818,1610,390,530,371,116,https://www.bilibili.com/video/BV132ePzTEUQ,BV132ePzTEUQ,有什么想看我演的可以写在评论区！
74,这一次，还能晒干了沉默吗？,田一名sir,4909707,655689,0.1335,96449,60281,65451,19254,5046,23,https://www.bilibili.com/video/BV1cTYkzsEUF,BV1cTYkzsEUF,-
75,谁家庭,累渠_,206126,27318,0.1325,800,3297,3043,438,160,59,https://www.bilibili.com/video/BV1KeeczUEka,BV1KeeczUEka,-
76,“纵然如今天各一方 情谊依旧紧密相连“,Roxng,123707,16279,0.1316,4848,12301,348,304,909,270,https://www.bilibili.com/video/BV1bNYtzbE5a,BV1bNYtzbE5a,"四年大学时光一眨眼就过去，如今坐在工位上班，时不时还会想起初入校园时的青涩
如今与朋友们天各一方，曾经共度的时光如同旧照片一般真实但不可再次经历
校园时光美好又短暂，离开校园后才意识到原来有些人在自己心中占据了重要的地位
临近毕业的时候，最初想的是重置《只想守护你》，也想过做一期《Starlight》，但是因为种种原因都没做完
一个人在陌生的城市，一边硬撑着消化不好的情绪，一边试图找一些能引起共鸣"
77,谁是正宗狗刨？,新华社,129228,16955,0.1312,842,1437,672,228,230,228,https://www.bilibili.com/video/BV1wweAzEEQN,BV1wweAzEEQN,"8月8日至22日，“2025吉林市公园主题宠物博览会”在吉林省吉林市开展，东北三省萌宠运动会等趣味竞技活动在此期间举行，一起来看各位“汪星人”游泳炫技、翻车名场面。

记者：唐成卓、王帆"
78,『女仆教育。』游戏制作中,局长きょくちょ,977870,128054,0.131,29564,45983,46514,6241,11865,46,https://www.bilibili.com/video/BV17qYCzXEFx,BV17qYCzXEFx,"【YouTube】
视频制作：Nザミー / Yamitsuki Studio所属
https://x.com/n_nnnzami1111

【X】
视频制作：Nザミー（@n_nnnzami1111）/ Yamitsuki Studio所属（@yamitsuki_std）"
79,突发奇想一个神奇的镜头,路飞-Luffy_,442449,57478,0.1299,921,1963,177,1305,226,22,https://www.bilibili.com/video/BV1pVYWzqE8z,BV1pVYWzqE8z,-
80,刻律德菈：我来成为神明,呵纹Hevon,158390,20579,0.1299,2289,2987,1020,555,442,132,https://www.bilibili.com/video/BV1MAe3zSEXC,BV1MAe3zSEXC,"片尾BGM：幸福なわがまま
脚本：@呵纹Hevon  
素材绘制：@仓鼠饭团c  
配音协力：星、长夜月、风堇@宅在家里什么都不会  、海瑟音@录音姬阿童木  、刻律德菈@恪诀  
后期协力：@奶昔PurinN  动效@假日威龙陈阿颐"
81,最不需要汉化的一群人，却给了我们最需要的汉化！,波仔同学pro,1806547,234244,0.1297,19810,23858,2252,8062,30932,78,https://www.bilibili.com/video/BV1sbYezTEzo,BV1sbYezTEzo,
82,#1 如何在冰封海洋中艰难求生？【柯基】冻洋极限生存一周目,四川柯基菌,51284,6582,0.1283,3937,1407,58,197,382,1367,https://www.bilibili.com/video/BV1NSeuz6EKU,BV1NSeuz6EKU,"Minecraft冻洋单群系极限生存，本系列的规则在片头。
本系列为直播录制+后期精剪的单人系列，这是一周目。
整合包自制，仅供我录视频用，不会发出来。"
83,谁懂！包了一个庄园做五o,野炊小团,229092,29388,0.1283,604,2930,2187,693,191,70,https://www.bilibili.com/video/BV1e3bpzLEda,BV1e3bpzLEda,"谁想来玩！

9/4/个屠屠和03//4个求生宝宝以及18个地图进入08个秋游
宝宝们，看数字 ，连起来是企我鸟裙"
84,治愈者花店 春日花园,远方森林-福州花店,536228,68676,0.1281,1610,6853,1281,440,469,282,https://www.bilibili.com/video/BV1KcYyzTEC1,BV1KcYyzTEC1,花艺师第一视角沉浸式日常
85,敢⚡不⚡敢⚡再⚡赌⚡一⚡次！,FoFTG,264855,33926,0.1281,2236,3893,61,391,1523,112,https://www.bilibili.com/video/BV1fReNzSEFu,BV1fReNzSEFu,"祝所有少年生日快乐！！！
灵感来自现实世界qwp
喜欢还请三连支持下吧pwq~"
86,《这可是只活鸡啊》,伤心欲茄222,2087320,266635,0.1277,12724,11052,5891,3162,1977,85,https://www.bilibili.com/video/BV1dTYizFETP,BV1dTYizFETP,素材：悻生
87,《虎头山野王》,伤心欲茄222,1653267,209704,0.1268,6661,10692,5052,3407,2947,106,https://www.bilibili.com/video/BV1eRY4zKEyM,BV1eRY4zKEyM,剧名：《雪豹坚强岁月》
88,敬对方干的坏事，但不触发恶魔特效2.0,正宗氛围帅哥杰西卡,677688,85945,0.1268,4503,12129,9964,859,1275,282,https://www.bilibili.com/video/BV1XjY4zwEgr,BV1XjY4zwEgr,-
89,人民日报对话“胖东来”创始人于东来：不追求成为很大的企业，只希望“善”能够走向更多的地方,人民日报,1134244,143249,0.1263,28524,15048,7548,2704,3143,447,https://www.bilibili.com/video/BV1qhewzzE5L,BV1qhewzzE5L,
90,杯杯都是真感情,小露妍呀,299898,37753,0.1259,3012,1900,472,324,437,91,https://www.bilibili.com/video/BV1FvYazxEmc,BV1FvYazxEmc,-
91,我家的茶几...会下雨,天予睡过头,132836,16723,0.1259,1641,3029,349,176,130,169,https://www.bilibili.com/video/BV1RZY4zPEv5,BV1RZY4zPEv5,
92,博识尊：⚡爸爸去哪儿？⚡,小小胖胖云,882461,110932,0.1257,17219,30876,37172,4569,18041,106,https://www.bilibili.com/video/BV1biYkzeE5s,BV1biYkzeE5s,来古士素材：sujikan
93,【大鸣王潮1566】你的鸣字,寞桀緣才,410163,51416,0.1254,15357,5218,2061,1748,4428,207,https://www.bilibili.com/video/BV1ktePzJEA8,BV1ktePzJEA8,-
94,第36集|钓鱼佬穿越修仙世界，被修士抓入六道阵,虾仁李建国,161345,20177,0.1251,16184,2997,210,1336,1203,714,https://www.bilibili.com/video/BV1YZeczwEkz,BV1YZeczwEkz,
95,原来家门口的高跟鞋也可以被人当成发泄对象……,纯情螺蛳粉,577595,71088,0.1231,1073,2682,6494,1898,2322,40,https://www.bilibili.com/video/BV1JueAzCEPA,BV1JueAzCEPA,-
96,为什么八路军是抗日战争中的“中流砥柱”？,龙的历史笔记,158287,19401,0.1226,3132,4882,597,2369,269,453,https://www.bilibili.com/video/BV1ScYxzWEjY,BV1ScYxzWEjY,看视频
97,上任克城,京西动画,61104,7465,0.1222,7903,1649,1881,623,1168,1096,https://www.bilibili.com/video/BV1Xqe3zxEhk,BV1Xqe3zxEhk,
98,爱素的天国地狱,xe08,250091,30508,0.122,6877,10857,3168,770,198,99,https://www.bilibili.com/video/BV17beFzAEif,BV17beFzAEif,"麻烦的队服，logo和纹路之后在加罢（
模板来自：【【补档】《天天天国地狱国》完整模板（最终版）】 https://www.bilibili.com/video/BV1c7YxzCEo3/?share_source=copy_web&vd_source=68803f8bdf8434baa7d8a33dd410d8b2 感谢up主英俊的没腿分享"
